areaCode,areaName,areaType,date,newPeopleVaccinatedSecondDoseByVaccinationDate
E12000001,North East,region,2022-04-26,300
E12000001,North East,region,2022-04-25,231
E12000001,North East,region,2022-04-24,356
E12000001,North East,region,2022-04-23,440
E12000001,North East,region,2022-04-22,666
E12000001,North East,region,2022-04-21,458
E12000001,North East,region,2022-04-20,597
E12000001,North East,region,2022-04-19,342
E12000001,North East,region,2022-04-18,174
E12000001,North East,region,2022-04-17,73
E12000001,North East,region,2022-04-16,439
E12000001,North East,region,2022-04-15,298
E12000001,North East,region,2022-04-14,390
E12000001,North East,region,2022-04-13,461
E12000001,North East,region,2022-04-12,349
E12000001,North East,region,2022-04-11,441
E12000001,North East,region,2022-04-10,468
E12000001,North East,region,2022-04-09,496
E12000001,North East,region,2022-04-08,490
E12000001,North East,region,2022-04-07,328
E12000001,North East,region,2022-04-06,300
E12000001,North East,region,2022-04-05,237
E12000001,North East,region,2022-04-04,294
E12000001,North East,region,2022-04-03,346
E12000001,North East,region,2022-04-02,527
E12000001,North East,region,2022-04-01,348
E12000001,North East,region,2022-03-31,476
E12000001,North East,region,2022-03-30,474
E12000001,North East,region,2022-03-29,393
E12000001,North East,region,2022-03-28,408
E12000001,North East,region,2022-03-27,315
E12000001,North East,region,2022-03-26,484
E12000001,North East,region,2022-03-25,490
E12000001,North East,region,2022-03-24,602
E12000001,North East,region,2022-03-23,609
E12000001,North East,region,2022-03-22,524
E12000001,North East,region,2022-03-21,403
E12000001,North East,region,2022-03-20,463
E12000001,North East,region,2022-03-19,530
E12000001,North East,region,2022-03-18,527
E12000001,North East,region,2022-03-17,546
E12000001,North East,region,2022-03-16,573
E12000001,North East,region,2022-03-15,659
E12000001,North East,region,2022-03-14,496
E12000001,North East,region,2022-03-13,358
E12000001,North East,region,2022-03-12,558
E12000001,North East,region,2022-03-11,617
E12000001,North East,region,2022-03-10,545
E12000001,North East,region,2022-03-09,581
E12000001,North East,region,2022-03-08,491
E12000001,North East,region,2022-03-07,286
E12000001,North East,region,2022-03-06,340
E12000001,North East,region,2022-03-05,574
E12000001,North East,region,2022-03-04,532
E12000001,North East,region,2022-03-03,651
E12000001,North East,region,2022-03-02,581
E12000001,North East,region,2022-03-01,614
E12000001,North East,region,2022-02-28,379
E12000001,North East,region,2022-02-27,389
E12000001,North East,region,2022-02-26,547
E12000001,North East,region,2022-02-25,593
E12000001,North East,region,2022-02-24,545
E12000001,North East,region,2022-02-23,632
E12000001,North East,region,2022-02-22,454
E12000001,North East,region,2022-02-21,417
E12000001,North East,region,2022-02-20,354
E12000001,North East,region,2022-02-19,587
E12000001,North East,region,2022-02-18,707
E12000001,North East,region,2022-02-17,971
E12000001,North East,region,2022-02-16,958
E12000001,North East,region,2022-02-15,856
E12000001,North East,region,2022-02-14,710
E12000001,North East,region,2022-02-13,537
E12000001,North East,region,2022-02-12,764
E12000001,North East,region,2022-02-11,916
E12000001,North East,region,2022-02-10,1241
E12000001,North East,region,2022-02-09,838
E12000001,North East,region,2022-02-08,906
E12000001,North East,region,2022-02-07,1023
E12000001,North East,region,2022-02-06,726
E12000001,North East,region,2022-02-05,1096
E12000001,North East,region,2022-02-04,813
E12000001,North East,region,2022-02-03,902
E12000001,North East,region,2022-02-02,937
E12000001,North East,region,2022-02-01,952
E12000001,North East,region,2022-01-31,801
E12000001,North East,region,2022-01-30,1169
E12000001,North East,region,2022-01-29,1436
E12000001,North East,region,2022-01-28,1258
E12000001,North East,region,2022-01-27,992
E12000001,North East,region,2022-01-26,1044
E12000001,North East,region,2022-01-25,716
E12000001,North East,region,2022-01-24,758
E12000001,North East,region,2022-01-23,1301
E12000001,North East,region,2022-01-22,1887
E12000001,North East,region,2022-01-21,1245
E12000001,North East,region,2022-01-20,1241
E12000001,North East,region,2022-01-19,942
E12000001,North East,region,2022-01-18,875
E12000001,North East,region,2022-01-17,859
E12000001,North East,region,2022-01-16,1130
E12000001,North East,region,2022-01-15,1371
E12000001,North East,region,2022-01-14,1013
E12000001,North East,region,2022-01-13,1084
E12000001,North East,region,2022-01-12,1127
E12000001,North East,region,2022-01-11,867
E12000001,North East,region,2022-01-10,851
E12000001,North East,region,2022-01-09,1218
E12000001,North East,region,2022-01-08,1732
E12000001,North East,region,2022-01-07,1348
E12000001,North East,region,2022-01-06,1147
E12000001,North East,region,2022-01-05,1280
E12000001,North East,region,2022-01-04,1324
E12000001,North East,region,2022-01-03,1064
E12000001,North East,region,2022-01-02,1401
E12000001,North East,region,2022-01-01,84
E12000001,North East,region,2021-12-31,622
E12000001,North East,region,2021-12-30,2058
E12000001,North East,region,2021-12-29,1864
E12000001,North East,region,2021-12-28,1380
E12000001,North East,region,2021-12-27,666
E12000001,North East,region,2021-12-26,85
E12000001,North East,region,2021-12-25,7
E12000001,North East,region,2021-12-24,502
E12000001,North East,region,2021-12-23,1588
E12000001,North East,region,2021-12-22,2024
E12000001,North East,region,2021-12-21,1918
E12000001,North East,region,2021-12-20,1692
E12000001,North East,region,2021-12-19,1797
E12000001,North East,region,2021-12-18,1581
E12000001,North East,region,2021-12-17,1747
E12000001,North East,region,2021-12-16,1733
E12000001,North East,region,2021-12-15,1740
E12000001,North East,region,2021-12-14,1087
E12000001,North East,region,2021-12-13,1133
E12000001,North East,region,2021-12-12,1455
E12000001,North East,region,2021-12-11,1429
E12000001,North East,region,2021-12-10,1596
E12000001,North East,region,2021-12-09,1382
E12000001,North East,region,2021-12-08,1390
E12000001,North East,region,2021-12-07,889
E12000001,North East,region,2021-12-06,1067
E12000001,North East,region,2021-12-05,877
E12000001,North East,region,2021-12-04,1314
E12000001,North East,region,2021-12-03,1213
E12000001,North East,region,2021-12-02,1047
E12000001,North East,region,2021-12-01,1050
E12000001,North East,region,2021-11-30,924
E12000001,North East,region,2021-11-29,943
E12000001,North East,region,2021-11-28,674
E12000001,North East,region,2021-11-27,978
E12000001,North East,region,2021-11-26,1004
E12000001,North East,region,2021-11-25,971
E12000001,North East,region,2021-11-24,848
E12000001,North East,region,2021-11-23,686
E12000001,North East,region,2021-11-22,567
E12000001,North East,region,2021-11-21,526
E12000001,North East,region,2021-11-20,846
E12000001,North East,region,2021-11-19,761
E12000001,North East,region,2021-11-18,682
E12000001,North East,region,2021-11-17,764
E12000001,North East,region,2021-11-16,701
E12000001,North East,region,2021-11-15,558
E12000001,North East,region,2021-11-14,568
E12000001,North East,region,2021-11-13,827
E12000001,North East,region,2021-11-12,773
E12000001,North East,region,2021-11-11,905
E12000001,North East,region,2021-11-10,805
E12000001,North East,region,2021-11-09,667
E12000001,North East,region,2021-11-08,610
E12000001,North East,region,2021-11-07,531
E12000001,North East,region,2021-11-06,1038
E12000001,North East,region,2021-11-05,809
E12000001,North East,region,2021-11-04,769
E12000001,North East,region,2021-11-03,755
E12000001,North East,region,2021-11-02,590
E12000001,North East,region,2021-11-01,619
E12000001,North East,region,2021-10-31,559
E12000001,North East,region,2021-10-30,913
E12000001,North East,region,2021-10-29,696
E12000001,North East,region,2021-10-28,836
E12000001,North East,region,2021-10-27,729
E12000001,North East,region,2021-10-26,800
E12000001,North East,region,2021-10-25,662
E12000001,North East,region,2021-10-24,800
E12000001,North East,region,2021-10-23,1316
E12000001,North East,region,2021-10-22,1006
E12000001,North East,region,2021-10-21,903
E12000001,North East,region,2021-10-20,1084
E12000001,North East,region,2021-10-19,903
E12000001,North East,region,2021-10-18,858
E12000001,North East,region,2021-10-17,790
E12000001,North East,region,2021-10-16,1368
E12000001,North East,region,2021-10-15,1037
E12000001,North East,region,2021-10-14,1143
E12000001,North East,region,2021-10-13,1121
E12000001,North East,region,2021-10-12,1005
E12000001,North East,region,2021-10-11,870
E12000001,North East,region,2021-10-10,920
E12000001,North East,region,2021-10-09,1188
E12000001,North East,region,2021-10-08,1210
E12000001,North East,region,2021-10-07,1390
E12000001,North East,region,2021-10-06,1414
E12000001,North East,region,2021-10-05,1121
E12000001,North East,region,2021-10-04,1013
E12000001,North East,region,2021-10-03,987
E12000001,North East,region,2021-10-02,1565
E12000001,North East,region,2021-10-01,1329
E12000001,North East,region,2021-09-30,1662
E12000001,North East,region,2021-09-29,1364
E12000001,North East,region,2021-09-28,1101
E12000001,North East,region,2021-09-27,837
E12000001,North East,region,2021-09-26,1202
E12000001,North East,region,2021-09-25,1785
E12000001,North East,region,2021-09-24,1735
E12000001,North East,region,2021-09-23,2234
E12000001,North East,region,2021-09-22,2375
E12000001,North East,region,2021-09-21,1450
E12000001,North East,region,2021-09-20,1532
E12000001,North East,region,2021-09-19,2099
E12000001,North East,region,2021-09-18,3448
E12000001,North East,region,2021-09-17,3274
E12000001,North East,region,2021-09-16,3128
E12000001,North East,region,2021-09-15,2884
E12000001,North East,region,2021-09-14,2687
E12000001,North East,region,2021-09-13,2449
E12000001,North East,region,2021-09-12,3187
E12000001,North East,region,2021-09-11,4172
E12000001,North East,region,2021-09-10,4086
E12000001,North East,region,2021-09-09,5066
E12000001,North East,region,2021-09-08,3769
E12000001,North East,region,2021-09-07,3034
E12000001,North East,region,2021-09-06,2776
E12000001,North East,region,2021-09-05,3737
E12000001,North East,region,2021-09-04,4918
E12000001,North East,region,2021-09-03,5299
E12000001,North East,region,2021-09-02,5795
E12000001,North East,region,2021-09-01,5065
E12000001,North East,region,2021-08-31,4625
E12000001,North East,region,2021-08-30,2667
E12000001,North East,region,2021-08-29,3757
E12000001,North East,region,2021-08-28,4634
E12000001,North East,region,2021-08-27,5341
E12000001,North East,region,2021-08-26,5717
E12000001,North East,region,2021-08-25,6718
E12000001,North East,region,2021-08-24,5248
E12000001,North East,region,2021-08-23,4378
E12000001,North East,region,2021-08-22,5097
E12000001,North East,region,2021-08-21,7556
E12000001,North East,region,2021-08-20,5662
E12000001,North East,region,2021-08-19,6005
E12000001,North East,region,2021-08-18,6854
E12000001,North East,region,2021-08-17,5128
E12000001,North East,region,2021-08-16,4495
E12000001,North East,region,2021-08-15,5475
E12000001,North East,region,2021-08-14,7165
E12000001,North East,region,2021-08-13,7384
E12000001,North East,region,2021-08-12,7369
E12000001,North East,region,2021-08-11,6138
E12000001,North East,region,2021-08-10,4465
E12000001,North East,region,2021-08-09,3346
E12000001,North East,region,2021-08-08,5268
E12000001,North East,region,2021-08-07,7640
E12000001,North East,region,2021-08-06,6061
E12000001,North East,region,2021-08-05,7329
E12000001,North East,region,2021-08-04,5923
E12000001,North East,region,2021-08-03,4448
E12000001,North East,region,2021-08-02,3024
E12000001,North East,region,2021-08-01,4111
E12000001,North East,region,2021-07-31,7940
E12000001,North East,region,2021-07-30,5724
E12000001,North East,region,2021-07-29,6659
E12000001,North East,region,2021-07-28,7042
E12000001,North East,region,2021-07-27,3929
E12000001,North East,region,2021-07-26,3036
E12000001,North East,region,2021-07-25,4450
E12000001,North East,region,2021-07-24,6571
E12000001,North East,region,2021-07-23,5838
E12000001,North East,region,2021-07-22,7013
E12000001,North East,region,2021-07-21,6268
E12000001,North East,region,2021-07-20,4087
E12000001,North East,region,2021-07-19,3336
E12000001,North East,region,2021-07-18,5431
E12000001,North East,region,2021-07-17,6594
E12000001,North East,region,2021-07-16,6723
E12000001,North East,region,2021-07-15,7194
E12000001,North East,region,2021-07-14,5377
E12000001,North East,region,2021-07-13,4487
E12000001,North East,region,2021-07-12,3129
E12000001,North East,region,2021-07-11,4976
E12000001,North East,region,2021-07-10,8718
E12000001,North East,region,2021-07-09,7783
E12000001,North East,region,2021-07-08,6609
E12000001,North East,region,2021-07-07,6130
E12000001,North East,region,2021-07-06,4075
E12000001,North East,region,2021-07-05,3343
E12000001,North East,region,2021-07-04,4619
E12000001,North East,region,2021-07-03,6333
E12000001,North East,region,2021-07-02,6523
E12000001,North East,region,2021-07-01,7108
E12000001,North East,region,2021-06-30,5949
E12000001,North East,region,2021-06-29,5162
E12000001,North East,region,2021-06-28,4155
E12000001,North East,region,2021-06-27,5638
E12000001,North East,region,2021-06-26,7607
E12000001,North East,region,2021-06-25,8644
E12000001,North East,region,2021-06-24,6430
E12000001,North East,region,2021-06-23,7467
E12000001,North East,region,2021-06-22,6904
E12000001,North East,region,2021-06-21,3904
E12000001,North East,region,2021-06-20,5406
E12000001,North East,region,2021-06-19,11112
E12000001,North East,region,2021-06-18,9530
E12000001,North East,region,2021-06-17,8361
E12000001,North East,region,2021-06-16,7551
E12000001,North East,region,2021-06-15,8645
E12000001,North East,region,2021-06-14,7170
E12000001,North East,region,2021-06-13,11283
E12000001,North East,region,2021-06-12,13131
E12000001,North East,region,2021-06-11,12394
E12000001,North East,region,2021-06-10,14502
E12000001,North East,region,2021-06-09,11219
E12000001,North East,region,2021-06-08,13408
E12000001,North East,region,2021-06-07,8931
E12000001,North East,region,2021-06-06,13067
E12000001,North East,region,2021-06-05,27039
E12000001,North East,region,2021-06-04,18698
E12000001,North East,region,2021-06-03,14453
E12000001,North East,region,2021-06-02,11590
E12000001,North East,region,2021-06-01,12265
E12000001,North East,region,2021-05-31,5189
E12000001,North East,region,2021-05-30,14652
E12000001,North East,region,2021-05-29,22306
E12000001,North East,region,2021-05-28,20973
E12000001,North East,region,2021-05-27,16340
E12000001,North East,region,2021-05-26,17345
E12000001,North East,region,2021-05-25,15455
E12000001,North East,region,2021-05-24,9379
E12000001,North East,region,2021-05-23,14875
E12000001,North East,region,2021-05-22,26775
E12000001,North East,region,2021-05-21,18409
E12000001,North East,region,2021-05-20,18309
E12000001,North East,region,2021-05-19,14644
E12000001,North East,region,2021-05-18,11144
E12000001,North East,region,2021-05-17,7721
E12000001,North East,region,2021-05-16,4052
E12000001,North East,region,2021-05-15,13728
E12000001,North East,region,2021-05-14,11891
E12000001,North East,region,2021-05-13,18973
E12000001,North East,region,2021-05-12,24338
E12000001,North East,region,2021-05-11,12528
E12000001,North East,region,2021-05-10,8144
E12000001,North East,region,2021-05-09,11000
E12000001,North East,region,2021-05-08,19951
E12000001,North East,region,2021-05-07,22621
E12000001,North East,region,2021-05-06,25399
E12000001,North East,region,2021-05-05,18935
E12000001,North East,region,2021-05-04,8290
E12000001,North East,region,2021-05-03,2559
E12000001,North East,region,2021-05-02,5953
E12000001,North East,region,2021-05-01,16758
E12000001,North East,region,2021-04-30,16622
E12000001,North East,region,2021-04-29,19787
E12000001,North East,region,2021-04-28,19658
E12000001,North East,region,2021-04-27,12487
E12000001,North East,region,2021-04-26,8554
E12000001,North East,region,2021-04-25,11798
E12000001,North East,region,2021-04-24,23615
E12000001,North East,region,2021-04-23,18269
E12000001,North East,region,2021-04-22,16736
E12000001,North East,region,2021-04-21,17574
E12000001,North East,region,2021-04-20,11605
E12000001,North East,region,2021-04-19,7158
E12000001,North East,region,2021-04-18,7055
E12000001,North East,region,2021-04-17,17624
E12000001,North East,region,2021-04-16,18796
E12000001,North East,region,2021-04-15,14982
E12000001,North East,region,2021-04-14,14612
E12000001,North East,region,2021-04-13,8423
E12000001,North East,region,2021-04-12,8227
E12000001,North East,region,2021-04-11,8265
E12000001,North East,region,2021-04-10,23317
E12000001,North East,region,2021-04-09,19449
E12000001,North East,region,2021-04-08,16863
E12000001,North East,region,2021-04-07,14296
E12000001,North East,region,2021-04-06,5870
E12000001,North East,region,2021-04-05,1684
E12000001,North East,region,2021-04-04,2284
E12000001,North East,region,2021-04-03,9131
E12000001,North East,region,2021-04-02,9182
E12000001,North East,region,2021-04-01,22083
E12000001,North East,region,2021-03-31,16526
E12000001,North East,region,2021-03-30,11779
E12000001,North East,region,2021-03-29,8836
E12000001,North East,region,2021-03-28,6973
E12000001,North East,region,2021-03-27,14258
E12000001,North East,region,2021-03-26,9678
E12000001,North East,region,2021-03-25,12111
E12000001,North East,region,2021-03-24,9847
E12000001,North East,region,2021-03-23,7978
E12000001,North East,region,2021-03-22,4690
E12000001,North East,region,2021-03-21,2330
E12000001,North East,region,2021-03-20,6735
E12000001,North East,region,2021-03-19,8503
E12000001,North East,region,2021-03-18,8512
E12000001,North East,region,2021-03-17,7625
E12000001,North East,region,2021-03-16,5608
E12000001,North East,region,2021-03-15,2063
E12000001,North East,region,2021-03-14,365
E12000001,North East,region,2021-03-13,1594
E12000001,North East,region,2021-03-12,3808
E12000001,North East,region,2021-03-11,4165
E12000001,North East,region,2021-03-10,6893
E12000001,North East,region,2021-03-09,2637
E12000001,North East,region,2021-03-08,710
E12000001,North East,region,2021-03-07,148
E12000001,North East,region,2021-03-06,448
E12000001,North East,region,2021-03-05,1430
E12000001,North East,region,2021-03-04,1647
E12000001,North East,region,2021-03-03,2004
E12000001,North East,region,2021-03-02,1873
E12000001,North East,region,2021-03-01,1168
E12000001,North East,region,2021-02-28,1360
E12000001,North East,region,2021-02-27,1784
E12000001,North East,region,2021-02-26,518
E12000001,North East,region,2021-02-25,356
E12000001,North East,region,2021-02-24,202
E12000001,North East,region,2021-02-23,125
E12000001,North East,region,2021-02-22,13
E12000001,North East,region,2021-02-21,17
E12000001,North East,region,2021-02-20,75
E12000001,North East,region,2021-02-19,110
E12000001,North East,region,2021-02-18,200
E12000001,North East,region,2021-02-17,155
E12000001,North East,region,2021-02-16,94
E12000001,North East,region,2021-02-15,109
E12000001,North East,region,2021-02-14,13
E12000001,North East,region,2021-02-13,70
E12000001,North East,region,2021-02-12,96
E12000001,North East,region,2021-02-11,140
E12000001,North East,region,2021-02-10,112
E12000001,North East,region,2021-02-09,164
E12000001,North East,region,2021-02-08,40
E12000001,North East,region,2021-02-07,7
E12000001,North East,region,2021-02-06,8
E12000001,North East,region,2021-02-05,31
E12000001,North East,region,2021-02-04,49
E12000001,North East,region,2021-02-03,28
E12000001,North East,region,2021-02-02,25
E12000001,North East,region,2021-02-01,26
E12000001,North East,region,2021-01-31,44
E12000001,North East,region,2021-01-30,41
E12000001,North East,region,2021-01-29,46
E12000001,North East,region,2021-01-28,21
E12000001,North East,region,2021-01-27,4
E12000001,North East,region,2021-01-26,18
E12000001,North East,region,2021-01-25,17
E12000001,North East,region,2021-01-24,6
E12000001,North East,region,2021-01-23,25
E12000001,North East,region,2021-01-22,23
E12000001,North East,region,2021-01-21,19
E12000001,North East,region,2021-01-20,17
E12000001,North East,region,2021-01-19,15
E12000001,North East,region,2021-01-18,10
E12000001,North East,region,2021-01-17,13
E12000001,North East,region,2021-01-16,24
E12000001,North East,region,2021-01-15,21
E12000001,North East,region,2021-01-14,47
E12000001,North East,region,2021-01-13,72
E12000001,North East,region,2021-01-12,170
E12000001,North East,region,2021-01-11,603
E12000001,North East,region,2021-01-10,4677
E12000001,North East,region,2021-01-09,3576
E12000001,North East,region,2021-01-08,2967
E12000001,North East,region,2021-01-07,4131
E12000001,North East,region,2021-01-06,3643
E12000001,North East,region,2021-01-05,2736
E12000001,North East,region,2021-01-04,465
E12000001,North East,region,2021-01-03,206
E12000001,North East,region,2021-01-02,249
E12000001,North East,region,2021-01-01,11
E12000001,North East,region,2020-12-31,238
E12000001,North East,region,2020-12-30,264
E12000001,North East,region,2020-12-29,331
E12000001,North East,region,2020-12-28,0
E12000001,North East,region,2020-12-27,0
E12000001,North East,region,2020-12-26,0
E12000001,North East,region,2020-12-25,0
E12000001,North East,region,2020-12-24,1
E12000001,North East,region,2020-12-23,1
E12000001,North East,region,2020-12-22,2
E12000001,North East,region,2020-12-21,9
E12000001,North East,region,2020-12-20,0
E12000001,North East,region,2020-12-19,0
E12000001,North East,region,2020-12-18,7
E12000001,North East,region,2020-12-17,7
E12000001,North East,region,2020-12-16,9
E12000001,North East,region,2020-12-15,4
E12000001,North East,region,2020-12-14,6
E12000001,North East,region,2020-12-13,0
E12000001,North East,region,2020-12-12,0
E12000001,North East,region,2020-12-11,1
E12000001,North East,region,2020-12-10,7
E12000001,North East,region,2020-12-09,7
E12000001,North East,region,2020-12-08,7
E12000002,North West,region,2022-04-26,933
E12000002,North West,region,2022-04-25,1085
E12000002,North West,region,2022-04-24,700
E12000002,North West,region,2022-04-23,1785
E12000002,North West,region,2022-04-22,1439
E12000002,North West,region,2022-04-21,1145
E12000002,North West,region,2022-04-20,1262
E12000002,North West,region,2022-04-19,1332
E12000002,North West,region,2022-04-18,394
E12000002,North West,region,2022-04-17,194
E12000002,North West,region,2022-04-16,998
E12000002,North West,region,2022-04-15,575
E12000002,North West,region,2022-04-14,1437
E12000002,North West,region,2022-04-13,1865
E12000002,North West,region,2022-04-12,1439
E12000002,North West,region,2022-04-11,1365
E12000002,North West,region,2022-04-10,788
E12000002,North West,region,2022-04-09,1779
E12000002,North West,region,2022-04-08,1337
E12000002,North West,region,2022-04-07,1112
E12000002,North West,region,2022-04-06,1342
E12000002,North West,region,2022-04-05,1249
E12000002,North West,region,2022-04-04,1169
E12000002,North West,region,2022-04-03,717
E12000002,North West,region,2022-04-02,1720
E12000002,North West,region,2022-04-01,1180
E12000002,North West,region,2022-03-31,1442
E12000002,North West,region,2022-03-30,1654
E12000002,North West,region,2022-03-29,1555
E12000002,North West,region,2022-03-28,1345
E12000002,North West,region,2022-03-27,731
E12000002,North West,region,2022-03-26,2235
E12000002,North West,region,2022-03-25,1566
E12000002,North West,region,2022-03-24,1414
E12000002,North West,region,2022-03-23,1531
E12000002,North West,region,2022-03-22,1600
E12000002,North West,region,2022-03-21,1415
E12000002,North West,region,2022-03-20,936
E12000002,North West,region,2022-03-19,2217
E12000002,North West,region,2022-03-18,1686
E12000002,North West,region,2022-03-17,1582
E12000002,North West,region,2022-03-16,1849
E12000002,North West,region,2022-03-15,2016
E12000002,North West,region,2022-03-14,1449
E12000002,North West,region,2022-03-13,1096
E12000002,North West,region,2022-03-12,2197
E12000002,North West,region,2022-03-11,1480
E12000002,North West,region,2022-03-10,1308
E12000002,North West,region,2022-03-09,1722
E12000002,North West,region,2022-03-08,1707
E12000002,North West,region,2022-03-07,1317
E12000002,North West,region,2022-03-06,825
E12000002,North West,region,2022-03-05,2081
E12000002,North West,region,2022-03-04,1831
E12000002,North West,region,2022-03-03,1712
E12000002,North West,region,2022-03-02,1540
E12000002,North West,region,2022-03-01,1969
E12000002,North West,region,2022-02-28,1831
E12000002,North West,region,2022-02-27,776
E12000002,North West,region,2022-02-26,2076
E12000002,North West,region,2022-02-25,1689
E12000002,North West,region,2022-02-24,1478
E12000002,North West,region,2022-02-23,2093
E12000002,North West,region,2022-02-22,2033
E12000002,North West,region,2022-02-21,1689
E12000002,North West,region,2022-02-20,874
E12000002,North West,region,2022-02-19,2043
E12000002,North West,region,2022-02-18,1693
E12000002,North West,region,2022-02-17,2371
E12000002,North West,region,2022-02-16,2341
E12000002,North West,region,2022-02-15,2940
E12000002,North West,region,2022-02-14,2047
E12000002,North West,region,2022-02-13,1183
E12000002,North West,region,2022-02-12,3057
E12000002,North West,region,2022-02-11,2992
E12000002,North West,region,2022-02-10,3486
E12000002,North West,region,2022-02-09,3253
E12000002,North West,region,2022-02-08,3114
E12000002,North West,region,2022-02-07,2844
E12000002,North West,region,2022-02-06,1286
E12000002,North West,region,2022-02-05,3221
E12000002,North West,region,2022-02-04,3388
E12000002,North West,region,2022-02-03,3719
E12000002,North West,region,2022-02-02,3723
E12000002,North West,region,2022-02-01,3071
E12000002,North West,region,2022-01-31,3221
E12000002,North West,region,2022-01-30,2164
E12000002,North West,region,2022-01-29,4040
E12000002,North West,region,2022-01-28,4171
E12000002,North West,region,2022-01-27,3699
E12000002,North West,region,2022-01-26,3856
E12000002,North West,region,2022-01-25,3586
E12000002,North West,region,2022-01-24,3235
E12000002,North West,region,2022-01-23,2264
E12000002,North West,region,2022-01-22,4037
E12000002,North West,region,2022-01-21,3709
E12000002,North West,region,2022-01-20,3291
E12000002,North West,region,2022-01-19,3414
E12000002,North West,region,2022-01-18,3010
E12000002,North West,region,2022-01-17,2761
E12000002,North West,region,2022-01-16,2332
E12000002,North West,region,2022-01-15,4596
E12000002,North West,region,2022-01-14,3452
E12000002,North West,region,2022-01-13,2972
E12000002,North West,region,2022-01-12,3186
E12000002,North West,region,2022-01-11,2758
E12000002,North West,region,2022-01-10,2665
E12000002,North West,region,2022-01-09,2761
E12000002,North West,region,2022-01-08,5722
E12000002,North West,region,2022-01-07,3498
E12000002,North West,region,2022-01-06,3253
E12000002,North West,region,2022-01-05,4144
E12000002,North West,region,2022-01-04,4365
E12000002,North West,region,2022-01-03,2408
E12000002,North West,region,2022-01-02,1427
E12000002,North West,region,2022-01-01,269
E12000002,North West,region,2021-12-31,1990
E12000002,North West,region,2021-12-30,4560
E12000002,North West,region,2021-12-29,4764
E12000002,North West,region,2021-12-28,2417
E12000002,North West,region,2021-12-27,1942
E12000002,North West,region,2021-12-26,139
E12000002,North West,region,2021-12-25,57
E12000002,North West,region,2021-12-24,993
E12000002,North West,region,2021-12-23,4086
E12000002,North West,region,2021-12-22,5249
E12000002,North West,region,2021-12-21,5829
E12000002,North West,region,2021-12-20,5607
E12000002,North West,region,2021-12-19,4350
E12000002,North West,region,2021-12-18,5008
E12000002,North West,region,2021-12-17,4717
E12000002,North West,region,2021-12-16,5001
E12000002,North West,region,2021-12-15,4624
E12000002,North West,region,2021-12-14,4090
E12000002,North West,region,2021-12-13,3329
E12000002,North West,region,2021-12-12,2821
E12000002,North West,region,2021-12-11,4177
E12000002,North West,region,2021-12-10,3908
E12000002,North West,region,2021-12-09,3993
E12000002,North West,region,2021-12-08,3433
E12000002,North West,region,2021-12-07,3019
E12000002,North West,region,2021-12-06,2881
E12000002,North West,region,2021-12-05,2368
E12000002,North West,region,2021-12-04,4043
E12000002,North West,region,2021-12-03,3654
E12000002,North West,region,2021-12-02,3793
E12000002,North West,region,2021-12-01,4307
E12000002,North West,region,2021-11-30,3734
E12000002,North West,region,2021-11-29,3140
E12000002,North West,region,2021-11-28,2114
E12000002,North West,region,2021-11-27,3937
E12000002,North West,region,2021-11-26,2669
E12000002,North West,region,2021-11-25,2943
E12000002,North West,region,2021-11-24,2574
E12000002,North West,region,2021-11-23,2580
E12000002,North West,region,2021-11-22,2042
E12000002,North West,region,2021-11-21,1376
E12000002,North West,region,2021-11-20,3287
E12000002,North West,region,2021-11-19,2514
E12000002,North West,region,2021-11-18,2341
E12000002,North West,region,2021-11-17,2521
E12000002,North West,region,2021-11-16,2210
E12000002,North West,region,2021-11-15,2030
E12000002,North West,region,2021-11-14,1303
E12000002,North West,region,2021-11-13,2885
E12000002,North West,region,2021-11-12,2583
E12000002,North West,region,2021-11-11,2792
E12000002,North West,region,2021-11-10,2925
E12000002,North West,region,2021-11-09,2541
E12000002,North West,region,2021-11-08,2306
E12000002,North West,region,2021-11-07,1358
E12000002,North West,region,2021-11-06,2561
E12000002,North West,region,2021-11-05,2431
E12000002,North West,region,2021-11-04,2444
E12000002,North West,region,2021-11-03,2287
E12000002,North West,region,2021-11-02,2145
E12000002,North West,region,2021-11-01,1904
E12000002,North West,region,2021-10-31,1111
E12000002,North West,region,2021-10-30,2711
E12000002,North West,region,2021-10-29,2379
E12000002,North West,region,2021-10-28,2580
E12000002,North West,region,2021-10-27,2514
E12000002,North West,region,2021-10-26,2340
E12000002,North West,region,2021-10-25,2037
E12000002,North West,region,2021-10-24,1547
E12000002,North West,region,2021-10-23,3454
E12000002,North West,region,2021-10-22,2792
E12000002,North West,region,2021-10-21,2825
E12000002,North West,region,2021-10-20,2500
E12000002,North West,region,2021-10-19,2401
E12000002,North West,region,2021-10-18,2368
E12000002,North West,region,2021-10-17,1690
E12000002,North West,region,2021-10-16,3357
E12000002,North West,region,2021-10-15,3649
E12000002,North West,region,2021-10-14,2806
E12000002,North West,region,2021-10-13,2877
E12000002,North West,region,2021-10-12,2685
E12000002,North West,region,2021-10-11,3465
E12000002,North West,region,2021-10-10,1927
E12000002,North West,region,2021-10-09,4461
E12000002,North West,region,2021-10-08,3362
E12000002,North West,region,2021-10-07,3242
E12000002,North West,region,2021-10-06,3148
E12000002,North West,region,2021-10-05,3073
